id,model,trim,year,price_usd,mileage_km,fuel_type,transmission,engine_liters,horsepower,color,body_type,region,owner_count,condition,service_history
1498,EQC,Sport,2013,72424,148375,Electric,Automatic,0,231,Black,Sedan,Asia Pacific,2,Very Good,Yes
1499,C-Class,Premium,2019,50794,98554,Petrol,Manual,5.8,187,Blue,Sedan,Middle East,3,Very Good,No
1500,EQA,AMG Line,2021,63418,113650,Electric,Automatic,0,301,Black,SUV,Asia Pacific,3,Fair,No
1501,AMG GT,Luxury,2019,147255,106886,Diesel,Automatic,3.6,469,White,Coupe,Africa,1,Good,Yes
1502,AMG GT,Avantgarde,2016,132899,81293,Petrol,Automatic,1.6,209,Blue,Coupe,Africa,1,Good,Yes
1503,E-Class,Sport,2017,90169,193240,Plug-in Hybrid,Automatic,6.6,389,Brown,Liftback,Africa,2,New,Yes
1504,GLS,Exclusive,2022,97759,86303,Plug-in Hybrid,Manual,5.5,167,Green,SUV,North America,2,Fair,Yes
1505,GLA,Luxury,2014,51482,213734,Diesel,Manual,5.3,635,Green,SUV,Latin America,1,Fair,Yes
1506,EQA,Premium,2011,57571,100104,Electric,Automatic,0,198,Blue,Sedan,Asia Pacific,4,Good,Yes
1507,EQB,Premium Plus,2019,87558,38852,Electric,Automatic,0,415,Brown,SUV,North America,1,Good,No
1508,CLA,AMG Line,2025,95183,75199,Plug-in Hybrid,Automatic,2.3,471,Green,Coupe,Latin America,3,New,No
1509,GLC,Avantgarde,2020,69823,187772,Plug-in Hybrid,Automatic,6.4,117,White,Coupe,Europe,2,New,Yes
1510,GLC,Avantgarde,2023,82088,153705,Hybrid,Manual,1.6,304,Blue,Liftback,Latin America,2,New,Yes
1511,GLE,Sport,2015,98809,65261,Plug-in Hybrid,Manual,3.5,289,Gray,SUV,Middle East,2,Like New,Yes
1512,A-Class,Sport,2008,78350,69805,Hybrid,Manual,2,600,Gray,Convertible,North America,4,New,Yes
1513,GLB,Sport,2012,55398,131830,Plug-in Hybrid,Automatic,4.3,147,Green,SUV,Latin America,2,Like New,No
1514,C-Class,Exclusive,2015,32939,63829,Diesel,Automatic,3.5,182,Gray,Sedan,Africa,3,Fair,Yes
1515,B-Class,Premium,2008,43869,143970,Hybrid,Automatic,1.4,321,Beige,SUV,Africa,3,Excellent,Yes
1516,CLA,Night Edition,2016,67982,128435,Plug-in Hybrid,Automatic,3.9,618,Black,Coupe,Asia Pacific,4,Fair,No
1517,CLA,Sport,2016,60410,60854,Plug-in Hybrid,Automatic,6.6,178,Gray,Coupe,Africa,4,Excellent,Yes
1518,GLS,Night Edition,2021,141516,79658,Hybrid,Manual,4.3,514,Green,SUV,Latin America,2,New,Yes
1519,A-Class,Night Edition,2018,38994,189075,Petrol,Automatic,4.3,170,Silver,SUV,Europe,1,Like New,Yes
1520,GLB,Premium Plus,2008,72754,76109,Diesel,Automatic,1.5,546,Beige,Coupe,Asia Pacific,1,New,No
1521,GLE,Base,2015,65902,104437,Petrol,Manual,3.3,142,Green,SUV,North America,4,Very Good,Yes
1522,E-Class,Night Edition,2020,93939,75697,Diesel,Manual,3.9,490,Brown,Convertible,Asia Pacific,2,Like New,Yes
1523,A-Class,Exclusive,2015,69378,154978,Petrol,Automatic,3.4,588,Gray,Convertible,Middle East,4,New,No
1524,GLB,Avantgarde,2019,57623,125968,Hybrid,Automatic,5.5,251,Silver,Coupe,Europe,1,Excellent,No
1525,E-Class,Base,2018,72430,64332,Hybrid,Manual,4.2,384,White,Convertible,Latin America,1,Fair,Yes
1526,CLA,Exclusive,2009,45928,167170,Hybrid,Automatic,2.5,149,White,Coupe,Asia Pacific,3,New,Yes
1527,A-Class,Exclusive,2022,56690,37622,Plug-in Hybrid,Manual,4.5,265,Black,Liftback,Asia Pacific,3,Good,Yes
1528,GLC,Sport,2020,81056,128052,Hybrid,Manual,2.1,479,Blue,Liftback,Africa,4,Very Good,No
1529,A-Class,Luxury,2014,72357,79108,Hybrid,Automatic,2.6,619,Silver,SUV,North America,4,Like New,Yes
1530,AMG GT,Premium,2010,130082,125891,Hybrid,Manual,6.3,144,White,Coupe,Europe,2,Excellent,No
1531,EQB,Luxury,2022,96967,29172,Electric,Automatic,0,535,Silver,SUV,Asia Pacific,3,Good,Yes
1532,GLS,Night Edition,2014,99406,195844,Petrol,Manual,6.4,466,Gold,SUV,Asia Pacific,2,Good,Yes
1533,B-Class,Luxury,2024,43795,169708,Petrol,Automatic,4.9,168,Blue,Hatchback,Middle East,1,Excellent,Yes
1534,C-Class,Base,2017,76090,61180,Diesel,Automatic,5.3,432,Beige,Liftback,Middle East,3,New,Yes
1535,EQC,AMG Line,2011,90085,165582,Electric,Automatic,0,562,White,SUV,North America,3,Very Good,Yes
1536,GLE,Sport,2022,98943,103587,Petrol,Automatic,3.2,421,White,SUV,Asia Pacific,2,Excellent,Yes
1537,B-Class,AMG Line,2022,59759,97384,Plug-in Hybrid,Manual,5.4,336,Blue,Wagon,Latin America,3,Good,Yes
1538,GLC,Avantgarde,2010,75999,77444,Plug-in Hybrid,Manual,5.9,427,Black,Convertible,Europe,4,Very Good,No
1539,EQB,Premium Plus,2017,75918,156126,Electric,Automatic,0,331,Silver,SUV,Asia Pacific,4,Good,No
1540,GLC,Sport,2025,82676,56888,Hybrid,Automatic,6,245,Gray,Roadster,Middle East,2,Like New,No
1541,E-Class,Luxury,2023,104584,109200,Hybrid,Manual,6.9,613,Beige,Wagon,Europe,1,Like New,Yes
1542,EQA,Premium Plus,2018,84348,137235,Electric,Automatic,0,536,White,Sedan,Europe,2,Very Good,No
1543,S-Class,Premium Plus,2009,117361,104377,Petrol,Automatic,6,380,Silver,SUV,Asia Pacific,2,New,Yes
1544,A-Class,Base,2025,41450,111668,Petrol,Manual,1.6,300,Brown,Roadster,Europe,3,Fair,Yes
1545,GLC,Premium Plus,2013,37049,118950,Diesel,Automatic,6.3,142,White,Convertible,Europe,2,Fair,Yes
1546,GLE,Sport,2014,106552,128540,Plug-in Hybrid,Manual,3.1,464,Silver,SUV,Europe,2,New,No
1547,GLC,Exclusive,2010,62195,77210,Plug-in Hybrid,Manual,5,238,Gold,Convertible,North America,1,Good,Yes
1548,AMG GT,Exclusive,2019,142761,186441,Plug-in Hybrid,Automatic,5.5,359,Gold,Coupe,Europe,4,Good,Yes
1549,A-Class,AMG Line,2014,49651,74698,Hybrid,Automatic,2.6,259,Green,SUV,North America,3,Excellent,Yes
1550,GLA,Avantgarde,2016,61181,107516,Plug-in Hybrid,Manual,4.6,288,Gray,Coupe,Africa,4,Excellent,Yes
1551,EQC,AMG Line,2023,94829,92468,Electric,Automatic,0,394,Silver,Sedan,Middle East,2,Good,Yes
1552,B-Class,AMG Line,2012,58482,69135,Petrol,Manual,3.3,508,Black,Sedan,Africa,4,Very Good,Yes
1553,A-Class,Luxury,2020,39780,136958,Hybrid,Automatic,3.8,290,Brown,Roadster,Europe,3,Fair,Yes
1554,EQC,Sport,2019,97523,156012,Electric,Automatic,0,332,Black,SUV,Latin America,2,New,Yes
1555,GLA,Exclusive,2016,57482,194988,Hybrid,Manual,5.2,446,Black,Hatchback,Latin America,4,Good,Yes
1556,EQA,AMG Line,2020,97933,119578,Electric,Automatic,0,466,White,SUV,Middle East,3,New,Yes
1557,CLA,Sport,2017,76041,197712,Plug-in Hybrid,Manual,6.2,444,Gray,Coupe,Africa,4,New,Yes
1558,A-Class,Base,2011,30765,85159,Plug-in Hybrid,Manual,4.3,184,Gray,Sedan,Middle East,1,Fair,No
1559,EQA,Premium Plus,2017,77562,99368,Electric,Automatic,0,388,White,SUV,Africa,1,Good,Yes
1560,GLA,Luxury,2008,73584,118625,Hybrid,Automatic,4.8,610,Blue,Hatchback,North America,3,Excellent,Yes
1561,EQB,Premium,2022,95919,117574,Electric,Automatic,0,397,Green,Sedan,Middle East,1,Like New,No
1562,EQA,AMG Line,2025,106360,62999,Electric,Automatic,0,547,Green,Sedan,North America,2,Like New,Yes
1563,B-Class,Avantgarde,2021,53199,101997,Hybrid,Automatic,2.6,335,Gray,Liftback,North America,4,Very Good,Yes
1564,CLA,Avantgarde,2020,68987,159252,Plug-in Hybrid,Automatic,5.4,289,Red,Coupe,Middle East,4,Like New,No
1565,B-Class,Avantgarde,2020,53844,175010,Diesel,Manual,5.5,505,Black,Convertible,Middle East,2,Very Good,No
1566,GLA,Exclusive,2013,46865,198787,Plug-in Hybrid,Automatic,1.3,283,Blue,Roadster,Africa,2,Good,No
1567,GLB,Premium,2020,56274,72356,Diesel,Automatic,5.3,447,White,Convertible,Middle East,1,Fair,Yes
1568,GLS,Night Edition,2020,121097,33003,Plug-in Hybrid,Manual,5.4,423,Gray,SUV,North America,1,Good,Yes
1569,A-Class,Avantgarde,2008,25727,114173,Petrol,Manual,4.4,160,Green,Sedan,Latin America,3,Good,No
1570,GLC,Avantgarde,2021,83634,172975,Plug-in Hybrid,Manual,5,521,Beige,Sedan,Africa,1,Very Good,Yes
1571,GLA,Exclusive,2022,66912,126465,Hybrid,Automatic,3.3,221,Gold,Wagon,Asia Pacific,3,New,No
1572,GLS,Night Edition,2009,94767,169562,Petrol,Manual,2.3,239,Silver,SUV,Asia Pacific,4,Excellent,No
1573,E-Class,AMG Line,2025,92124,119039,Plug-in Hybrid,Automatic,3.7,174,Red,Coupe,Africa,2,New,Yes
1574,CLA,Sport,2010,56148,176945,Diesel,Manual,2.6,492,White,Coupe,Europe,3,Like New,No
1575,GLE,AMG Line,2011,79413,210650,Hybrid,Manual,6.2,424,Silver,SUV,Africa,3,Very Good,Yes
1576,A-Class,AMG Line,2022,42742,26939,Hybrid,Automatic,1.4,210,Red,SUV,Africa,4,Fair,Yes
1577,EQC,Night Edition,2008,83632,92072,Electric,Automatic,0,392,Red,Sedan,Europe,1,Good,Yes
1578,AMG GT,Exclusive,2016,128544,209034,Diesel,Manual,4.7,475,Green,Coupe,Asia Pacific,4,Fair,No
1579,GLE,Base,2014,98948,54937,Hybrid,Manual,3.2,590,White,SUV,Latin America,4,Very Good,Yes
1580,S-Class,AMG Line,2012,100041,197287,Petrol,Manual,3.5,418,Blue,SUV,Europe,4,Good,No
1581,AMG GT,Base,2017,144173,114029,Diesel,Manual,6.1,450,Red,Coupe,Asia Pacific,2,Good,Yes
1582,EQA,Premium,2013,72045,161445,Electric,Automatic,0,371,Blue,Sedan,Middle East,3,Excellent,Yes
1583,AMG GT,Base,2015,150970,124405,Hybrid,Automatic,4.6,376,Gray,Coupe,Europe,3,Like New,Yes
1584,S-Class,Premium Plus,2017,103639,171130,Diesel,Manual,7,402,Beige,SUV,Latin America,1,Good,Yes
1585,GLA,Base,2014,56310,74290,Petrol,Automatic,5.9,237,Black,Coupe,Africa,3,Like New,No
1586,CLA,Avantgarde,2009,23499,111908,Diesel,Automatic,5.7,217,Silver,Coupe,North America,1,Fair,Yes
1587,E-Class,Sport,2008,63000,173113,Hybrid,Automatic,2,237,Gray,Sedan,Asia Pacific,4,Like New,No
1588,A-Class,Avantgarde,2018,46426,193876,Plug-in Hybrid,Automatic,4.1,321,Blue,Coupe,Latin America,4,Very Good,Yes
1589,B-Class,AMG Line,2024,52974,88857,Plug-in Hybrid,Manual,4.1,316,Beige,Coupe,Africa,3,Fair,No
1590,E-Class,Premium Plus,2014,83419,215645,Plug-in Hybrid,Automatic,2.4,288,Black,Roadster,Asia Pacific,1,New,Yes
1591,GLA,AMG Line,2019,47971,45105,Petrol,Automatic,1.7,322,Gold,Roadster,Europe,2,Fair,Yes
1592,B-Class,Avantgarde,2018,69055,46992,Diesel,Automatic,6.2,456,Blue,Coupe,Asia Pacific,4,Like New,No
1593,EQC,Base,2015,78473,161846,Electric,Automatic,0,279,White,Sedan,Asia Pacific,4,Very Good,Yes
1594,EQC,Base,2016,79814,60768,Electric,Automatic,0,307,Red,Sedan,Latin America,4,Fair,No
1595,CLA,Avantgarde,2016,55978,211090,Plug-in Hybrid,Automatic,5.5,378,Silver,Coupe,Europe,3,Very Good,Yes
1596,CLA,Avantgarde,2016,80167,103477,Plug-in Hybrid,Manual,2.5,547,Brown,Coupe,North America,4,Excellent,No
1597,GLE,Premium,2020,89264,46587,Hybrid,Manual,3,349,Beige,SUV,Asia Pacific,3,Good,Yes
1598,EQB,Exclusive,2010,75254,88946,Electric,Automatic,0,442,Black,SUV,Latin America,4,Fair,Yes
1599,GLB,Premium Plus,2022,96815,136526,Plug-in Hybrid,Manual,6.8,579,Red,Wagon,Latin America,4,New,Yes
1600,EQA,Exclusive,2023,90913,92356,Electric,Automatic,0,520,Gold,Sedan,Asia Pacific,4,Very Good,Yes
1601,C-Class,Luxury,2022,74522,30975,Petrol,Manual,2.6,502,Black,Hatchback,Europe,1,Good,Yes
1602,GLS,Night Edition,2015,94885,104178,Diesel,Automatic,3.5,120,White,SUV,Latin America,3,Excellent,No
1603,GLC,Luxury,2009,24313,209058,Diesel,Automatic,1.8,116,Blue,Coupe,Middle East,3,Fair,No
1604,CLA,Base,2012,71248,76846,Plug-in Hybrid,Manual,2.5,419,Beige,Coupe,Latin America,3,Like New,Yes
1605,GLB,Luxury,2014,67409,103908,Diesel,Manual,1.4,629,Brown,Hatchback,Asia Pacific,3,Good,Yes
1606,GLS,Avantgarde,2025,139459,167224,Plug-in Hybrid,Automatic,4.2,635,Silver,SUV,Middle East,2,Very Good,No
1607,E-Class,Premium,2018,108122,84155,Hybrid,Automatic,3.1,593,Black,SUV,Europe,2,New,Yes
1608,GLA,AMG Line,2012,74096,134613,Petrol,Automatic,7,565,Brown,Convertible,Latin America,2,New,No
1609,S-Class,Night Edition,2020,107938,58722,Hybrid,Automatic,2.1,318,Silver,SUV,Middle East,2,Fair,Yes
1610,GLC,Exclusive,2021,103243,97493,Hybrid,Automatic,5.6,586,Brown,Hatchback,Middle East,2,New,Yes
1611,CLA,Premium,2014,77089,151159,Plug-in Hybrid,Manual,4.4,467,Beige,Coupe,Europe,2,New,No
1612,E-Class,Night Edition,2010,78501,102684,Petrol,Manual,4.4,411,Beige,Coupe,Asia Pacific,3,Like New,No
1613,EQC,Sport,2022,92866,87790,Electric,Automatic,0,429,Silver,Sedan,Middle East,1,Good,Yes
1614,AMG GT,Premium Plus,2010,157634,114179,Plug-in Hybrid,Automatic,3.9,469,Blue,Coupe,Middle East,1,Excellent,Yes
1615,EQB,Sport,2009,67802,75791,Electric,Automatic,0,244,Blue,SUV,Europe,1,Good,No
1616,GLS,Night Edition,2015,90200,155620,Diesel,Manual,5.7,225,Green,SUV,Africa,4,Good,Yes
1617,B-Class,Avantgarde,2010,33470,211649,Diesel,Manual,3.6,491,White,Coupe,Asia Pacific,4,Fair,Yes
1618,GLE,Premium,2022,82655,178764,Plug-in Hybrid,Automatic,5.4,236,Silver,SUV,Latin America,3,Good,Yes
1619,EQC,Premium,2010,78497,138736,Electric,Automatic,0,202,Black,SUV,Africa,1,Excellent,No
1620,S-Class,Base,2017,128594,153866,Hybrid,Automatic,4.9,554,Green,SUV,North America,2,Like New,Yes
1621,CLA,Sport,2014,57731,68468,Plug-in Hybrid,Manual,5.4,390,Green,Coupe,Europe,2,Good,Yes
1622,EQA,Premium Plus,2011,61394,223644,Electric,Automatic,0,209,Black,SUV,North America,3,Like New,Yes
1623,A-Class,Exclusive,2020,62236,115077,Plug-in Hybrid,Manual,4.8,454,Blue,Sedan,Africa,3,Very Good,No
1624,AMG GT,AMG Line,2010,140809,206765,Diesel,Manual,4.2,606,Red,Coupe,Europe,1,Very Good,Yes
1625,GLS,AMG Line,2012,129943,68902,Hybrid,Manual,3.2,553,Gold,SUV,Middle East,3,Like New,Yes
1626,CLA,Sport,2009,34714,235377,Diesel,Manual,3.5,353,Red,Coupe,Asia Pacific,2,Very Good,Yes
1627,C-Class,AMG Line,2009,59767,224234,Petrol,Manual,2.8,342,Gold,SUV,Africa,2,New,Yes
1628,GLB,Base,2008,53868,187701,Petrol,Manual,2.1,493,Green,Convertible,Europe,4,Good,Yes
1629,GLB,Sport,2009,39128,216508,Hybrid,Manual,6,216,Black,Liftback,Asia Pacific,2,Very Good,No
1630,GLE,Sport,2015,97462,127025,Petrol,Automatic,4.5,606,Gray,SUV,North America,4,Excellent,Yes
1631,GLA,Premium Plus,2021,45994,119907,Diesel,Manual,5.6,118,Beige,Convertible,Europe,1,Like New,Yes
1632,GLC,Premium,2009,73286,81336,Petrol,Manual,3.3,494,Red,Hatchback,Africa,4,Very Good,Yes
1633,C-Class,Luxury,2011,41429,173197,Plug-in Hybrid,Manual,4.4,131,Silver,Liftback,Africa,1,Very Good,Yes
1634,C-Class,Sport,2021,73046,160403,Plug-in Hybrid,Automatic,1.6,215,Gold,SUV,North America,3,New,No
1635,GLC,Premium,2011,56709,59472,Petrol,Manual,4.7,145,Green,Hatchback,North America,4,Like New,Yes
1636,S-Class,Sport,2010,89576,102024,Diesel,Manual,2.6,207,Gold,SUV,Latin America,3,Very Good,Yes
1637,C-Class,Premium Plus,2020,85184,126001,Diesel,Manual,5.2,575,Green,Liftback,Europe,1,New,Yes
1638,B-Class,Premium,2015,62531,117559,Petrol,Manual,2.2,515,Red,Wagon,Middle East,4,Excellent,No
1639,S-Class,Premium,2022,104227,182286,Plug-in Hybrid,Manual,1.9,280,Black,SUV,Asia Pacific,3,Good,Yes
1640,A-Class,Base,2018,32660,128487,Hybrid,Automatic,3.2,268,Gold,Convertible,Middle East,4,Fair,Yes
1641,GLE,Premium Plus,2011,84608,82137,Diesel,Manual,5.5,400,Silver,SUV,North America,3,Excellent,Yes
1642,AMG GT,Premium,2009,114944,176723,Petrol,Manual,3.5,200,Gold,Coupe,Middle East,3,Good,Yes
1643,EQA,Sport,2016,84812,81815,Electric,Automatic,0,289,Green,Sedan,Middle East,1,New,Yes
1644,S-Class,Premium Plus,2012,109055,194892,Plug-in Hybrid,Manual,5.8,437,Silver,SUV,Latin America,2,Very Good,Yes
1645,GLS,Exclusive,2023,118796,98752,Petrol,Manual,5.9,401,Beige,SUV,Asia Pacific,2,Very Good,No
1646,GLE,Luxury,2009,81536,178409,Plug-in Hybrid,Manual,4,545,Brown,SUV,Middle East,4,Fair,Yes
1647,GLS,Premium,2010,119022,173186,Petrol,Manual,4.3,450,Gray,SUV,Latin America,4,New,No
1648,EQA,Luxury,2017,79759,64060,Electric,Automatic,0,539,Beige,SUV,Europe,3,Fair,No
1649,GLS,Luxury,2016,97102,199295,Hybrid,Manual,2.3,340,Green,SUV,Asia Pacific,1,Fair,No
1650,GLA,Base,2019,86252,50227,Diesel,Manual,5.6,581,Beige,Hatchback,Latin America,2,New,Yes
1651,EQC,Avantgarde,2025,88727,153452,Electric,Automatic,0,278,Blue,SUV,Middle East,1,Very Good,No
1652,EQC,Luxury,2022,96255,124696,Electric,Automatic,0,438,White,SUV,North America,2,Good,Yes
1653,GLE,Night Edition,2025,78593,182965,Diesel,Automatic,6.2,136,Silver,SUV,Africa,1,Like New,Yes
1654,EQA,Night Edition,2022,78904,166197,Electric,Automatic,0,533,Black,Sedan,Africa,3,Fair,Yes
1655,GLC,Avantgarde,2025,54253,100680,Diesel,Manual,2.4,227,Brown,Liftback,Latin America,1,Fair,Yes
1656,GLA,AMG Line,2024,47336,184617,Plug-in Hybrid,Automatic,5.1,133,Beige,Coupe,Middle East,1,Very Good,Yes
1657,C-Class,Base,2024,63810,172805,Plug-in Hybrid,Automatic,5.5,431,Gold,Wagon,Asia Pacific,4,Fair,No
1658,C-Class,Base,2020,69404,76544,Hybrid,Manual,6.4,212,Black,Coupe,Africa,2,New,Yes
1659,CLA,Premium Plus,2014,67226,80508,Plug-in Hybrid,Automatic,5.4,553,Gray,Coupe,Asia Pacific,4,Good,No
1660,EQA,AMG Line,2016,85030,159042,Electric,Automatic,0,334,Brown,Sedan,Europe,4,New,No
1661,C-Class,Night Edition,2022,70215,96029,Petrol,Manual,3,411,Gray,Hatchback,Europe,3,Excellent,Yes
1662,E-Class,Sport,2017,82463,70753,Hybrid,Manual,2.9,569,Silver,Coupe,Latin America,4,Fair,Yes
1663,GLB,Base,2016,86005,88798,Plug-in Hybrid,Automatic,3.3,413,Red,Liftback,Middle East,4,New,No
1664,B-Class,Premium,2011,47771,206645,Plug-in Hybrid,Manual,1.6,142,Blue,Liftback,Africa,2,New,Yes
1665,EQB,Base,2008,70948,80221,Electric,Automatic,0,442,White,SUV,Middle East,4,Fair,Yes
1666,EQC,Base,2022,114256,77833,Electric,Automatic,0,519,Beige,Sedan,Europe,4,Like New,No
1667,GLB,Sport,2008,77525,136960,Petrol,Manual,2.1,572,Gray,Convertible,Africa,2,New,Yes
1668,EQC,AMG Line,2018,100404,164246,Electric,Automatic,0,446,Brown,Sedan,Europe,3,Excellent,Yes
1669,GLS,Premium Plus,2019,115385,45380,Hybrid,Automatic,4.6,433,Beige,SUV,Latin America,3,Fair,Yes
1670,A-Class,Premium Plus,2022,49494,142179,Plug-in Hybrid,Manual,2.2,276,Beige,SUV,Middle East,3,Very Good,Yes
1671,S-Class,Base,2010,110400,131222,Hybrid,Manual,4.2,229,Brown,SUV,Middle East,3,New,Yes
1672,GLA,Night Edition,2023,52853,174939,Diesel,Manual,6.1,257,Gray,Convertible,Asia Pacific,2,Like New,No
1673,GLA,Avantgarde,2021,66657,143141,Hybrid,Automatic,3.1,267,Brown,Wagon,Middle East,1,Like New,Yes
1674,GLA,Sport,2011,43830,150565,Plug-in Hybrid,Manual,4.2,147,Gold,Roadster,Latin America,1,Excellent,Yes
1675,GLC,AMG Line,2011,46655,84537,Hybrid,Manual,5.3,212,Green,Convertible,Asia Pacific,4,Fair,Yes
1676,EQC,Exclusive,2009,73102,112631,Electric,Automatic,0,351,Red,SUV,Europe,4,Fair,Yes
1677,GLS,Exclusive,2014,114541,89760,Hybrid,Automatic,2.8,477,Blue,SUV,North America,2,Good,No
1678,S-Class,Sport,2019,118743,184696,Diesel,Automatic,6.1,530,Black,SUV,Middle East,4,Excellent,Yes
1679,GLS,Exclusive,2021,95023,191967,Petrol,Manual,2,289,Gray,SUV,North America,3,Fair,No
1680,GLB,Premium Plus,2010,51756,230006,Plug-in Hybrid,Automatic,6.2,285,Gold,Hatchback,Africa,4,Very Good,No
1681,GLB,Sport,2011,61175,112050,Hybrid,Automatic,4.5,259,White,Liftback,Africa,3,New,Yes
1682,GLE,Exclusive,2024,77441,165945,Diesel,Manual,5.6,317,Black,SUV,Africa,4,Very Good,Yes
1683,C-Class,Night Edition,2025,72978,42409,Diesel,Manual,1.8,478,Beige,Coupe,North America,4,Good,No
1684,E-Class,Night Edition,2009,73878,189475,Diesel,Automatic,3.5,618,Red,Liftback,Asia Pacific,2,Very Good,Yes
1685,EQC,Avantgarde,2015,85342,99846,Electric,Automatic,0,325,Silver,Sedan,Latin America,2,Very Good,Yes
1686,GLS,Avantgarde,2024,136006,47977,Hybrid,Manual,4.1,339,Silver,SUV,Latin America,2,New,No
1687,CLA,Base,2019,51369,40100,Hybrid,Automatic,4.3,222,Brown,Coupe,Latin America,4,Good,Yes
1688,GLC,Premium,2016,49986,200047,Petrol,Manual,2.3,136,White,SUV,North America,3,Excellent,Yes
1689,GLB,Base,2020,70526,31320,Diesel,Manual,5,387,Blue,Liftback,Middle East,1,Like New,Yes
1690,GLC,Sport,2011,60940,213481,Plug-in Hybrid,Manual,2.4,452,Silver,Wagon,Africa,4,Fair,No
1691,AMG GT,Avantgarde,2015,152335,188955,Petrol,Manual,6.7,464,Gold,Coupe,Latin America,3,Like New,Yes
1692,EQC,Premium,2013,89839,176576,Electric,Automatic,0,538,Brown,SUV,Europe,3,Good,No
1693,EQB,Base,2011,86738,124007,Electric,Automatic,0,458,Red,SUV,Africa,1,Excellent,Yes
1694,E-Class,AMG Line,2019,70616,71103,Plug-in Hybrid,Manual,5.9,116,Blue,Coupe,Latin America,3,Excellent,Yes
1695,GLA,Luxury,2010,73026,67750,Petrol,Manual,6.6,577,Gray,Sedan,Middle East,4,Excellent,Yes
1696,E-Class,Avantgarde,2023,79690,128129,Hybrid,Automatic,3.7,504,Gray,Wagon,Asia Pacific,2,Fair,Yes
1697,AMG GT,Night Edition,2013,162671,154062,Plug-in Hybrid,Automatic,3.2,532,Brown,Coupe,Middle East,3,Excellent,Yes
1698,EQC,Exclusive,2017,83013,106292,Electric,Automatic,0,298,Gray,Sedan,Africa,3,Very Good,No
1699,CLA,Exclusive,2011,41216,187565,Petrol,Automatic,4.6,364,Gray,Coupe,Latin America,1,Good,Yes
1700,EQA,AMG Line,2016,79120,54762,Electric,Automatic,0,296,Beige,SUV,Middle East,3,Excellent,Yes
1701,GLA,Base,2023,73290,59155,Hybrid,Automatic,5.7,559,Gray,SUV,Middle East,3,Fair,Yes
1702,E-Class,Avantgarde,2020,87250,175925,Plug-in Hybrid,Automatic,3.3,221,Brown,Sedan,North America,4,New,Yes
1703,GLC,Night Edition,2023,100902,122655,Plug-in Hybrid,Manual,3.6,422,Gold,SUV,Africa,3,New,Yes
1704,AMG GT,Night Edition,2020,162977,98995,Petrol,Manual,1.7,436,Green,Coupe,Latin America,3,New,No
1705,GLS,Exclusive,2009,97498,238420,Petrol,Automatic,6.4,534,Brown,SUV,Asia Pacific,3,Good,No
1706,GLS,AMG Line,2015,98239,140014,Diesel,Automatic,2.8,229,Red,SUV,Europe,3,Like New,Yes
1707,GLS,Avantgarde,2021,133909,147551,Plug-in Hybrid,Automatic,6.4,489,Beige,SUV,Asia Pacific,3,Excellent,Yes
1708,EQC,Avantgarde,2009,82322,162143,Electric,Automatic,0,596,Gray,SUV,Middle East,4,Fair,No
1709,EQC,Premium,2010,85458,126027,Electric,Automatic,0,548,Brown,Sedan,Asia Pacific,4,Fair,No
1710,GLS,Premium,2012,115138,227808,Plug-in Hybrid,Manual,5.9,522,Green,SUV,North America,2,Good,No
1711,GLA,Premium Plus,2011,42590,201127,Petrol,Automatic,5.9,236,Gold,Coupe,Europe,3,Excellent,No
1712,A-Class,Sport,2013,71933,112187,Diesel,Automatic,5.3,593,Blue,Liftback,Asia Pacific,2,New,Yes
1713,C-Class,Base,2022,70479,91512,Diesel,Manual,2.7,454,Beige,Coupe,Europe,2,Excellent,Yes
1714,GLS,Premium,2024,149026,10789,Hybrid,Automatic,1.3,509,Silver,SUV,Africa,1,New,No
1715,GLE,Premium Plus,2021,82263,74448,Hybrid,Automatic,4.3,251,Green,SUV,Middle East,3,Good,Yes
1716,EQA,Avantgarde,2008,66006,240541,Electric,Automatic,0,395,Beige,SUV,Asia Pacific,4,Excellent,Yes
1717,C-Class,AMG Line,2019,44030,84367,Petrol,Automatic,4.4,115,Red,SUV,Latin America,3,Good,Yes
1718,GLA,Night Edition,2014,82365,137641,Petrol,Automatic,6.2,587,Silver,Wagon,Latin America,1,New,Yes
1719,EQA,Avantgarde,2016,70236,70999,Electric,Automatic,0,293,Black,Sedan,North America,2,Very Good,Yes
1720,GLE,Base,2020,115495,107834,Diesel,Automatic,4.5,611,Green,SUV,Asia Pacific,2,New,No
1721,GLA,Night Edition,2012,66844,224565,Diesel,Automatic,2.4,584,Green,Convertible,Asia Pacific,1,Like New,Yes
1722,S-Class,Sport,2016,104710,66502,Hybrid,Manual,5.7,212,Gray,SUV,Europe,4,Very Good,Yes
1723,GLB,Avantgarde,2023,59856,100925,Petrol,Manual,2.3,314,White,Roadster,Middle East,3,Very Good,Yes
1724,GLA,Night Edition,2021,58419,176598,Petrol,Automatic,4.7,336,Green,Wagon,Asia Pacific,1,Like New,Yes
